financial_id,company_id,cash_value,cash_currency,cash_date,investments_json,hedgebook,liabilities,liabilities_currency,other_financial_assets,other_financial_assets_currency,market_cap_value,market_cap_currency,enterprise_value_value,enterprise_value_currency,net_financial_assets,net_financial_assets_currency,trailing_pe,forward_pe,peg_ratio,price_to_sales,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,revenue_value,revenue_currency,cost_of_revenue,gross_profit,operating_expense,operating_income,net_income_value,net_income_currency,ebitda,debt_value,debt_currency,last_updated,data_source,shares_outstanding,free_cash_flow
634,448,35962.0,CAD,,,,2471611.0,CAD,,CAD,8344200.0,CAD,7557859.93239,USD,-2435649.0,CAD,-0.7222222222222223,-0.9285714,0.032500000000000015,,,,-1.138,,CAD,0.0,0.0,0.0,,-19211640.0,CAD,-10087913.0,2471611.0,CAD,2025-03-27 05:34:47+0000,Yahoo Finance,139070000,-5294136.0
635,452,553105.0,CAD,,,,100000.0,CAD,,CAD,21073290.0,CAD,14457017.90535,USD,453105.0,CAD,-20.0,,,,2.6315792,,,,CAD,,-124053.0,252352.0,-376405.0,-129207.0,CAD,,100000.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,100349000,-1344650.0
636,450,,USD,,,,,USD,,USD,135299040.0,USD,,USD,,USD,91.60395136086662,5.333333,0.05663045176076438,3.0553958,2.4489796,,,44282000.0,USD,0.0,0.0,0.0,,1477000.0,USD,17378000.0,,USD,2025-03-18 05:40:30+0000,Yahoo Finance,281872992,-2208625.0
638,460,1686880.0,CAD,,,,289310.0,CAD,,CAD,48167832.0,CAD,46770252.0,CAD,1397570.0,CAD,-2.1304347826086953,3.0625002,0.012564102564102562,,15.3125,,-2.68,,CAD,0.0,0.0,0.0,,-19482046.0,CAD,-17454212.0,289310.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,98301696,-4637311.0
639,500,314881.0,CAD,,,,,CAD,,CAD,15394436.0,CAD,10572426.80605,USD,,CAD,-2.666666666666667,,,,11.428571,,-4.316,,CAD,,-130992.0,2674867.0,-2805859.0,-3893148.0,CAD,-3097538.0,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,171050000,-1150937.0
640,454,242190.0,CAD,,,,238648.0,CAD,,CAD,150912624.0,CAD,105803866.48102,USD,3542.0,CAD,-33.5,-33.5,,,1.3729508,,-30.143,0.0,CAD,0.0,0.0,0.0,,-7737290.0,CAD,-5241181.0,238648.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,235800992,-8949266.0
641,459,299290.0,CAD,,,,,CAD,,CAD,9412362.0,CAD,6389265.90992,USD,,CAD,-3.666666666666667,,,,,,,,CAD,,-88695.0,1607614.0,-1696309.0,-1659389.0,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,75298896,-963145.0
642,456,9321509.0,CAD,,,,,CAD,,CAD,48507356.0,CAD,27473589.190170005,USD,,CAD,-16.799999999999997,,,,3.4008098,,-88.957,,CAD,,,243914.0,,47267.0,CAD,-440503.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,57346900,-550569.0
643,457,,CAD,,,,,CAD,,,19335720.0,CAD,13556466.6492,USD,,,,,,,2.0338984,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,,
644,458,110200000.0,USD,,,,141200000.0,USD,,USD,3115650304.0,USD,3146649600.0,USD,-31000000.0,USD,16.215246,10.100559,0.2678518413333333,2.7930527,1.9065697,2.821,5.739,1115500032.0,USD,0.0,0.0,0.0,,191464460.0,USD,548300032.0,141200000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,86162896,-86425000.0
645,484,584277.0,CAD,,,,,CAD,,CAD,24683040.0,CAD,16895883.72693,USD,,CAD,-8.0,-4.0,-0.08,,26.666666,,-8.224,,CAD,0.0,0.0,0.0,,-7445950.0,CAD,-2596799.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,274256000,-1247907.0
646,471,7215000.0,USD,,,,29038000.0,USD,,USD,447278496.0,USD,257537840.0,USD,-21823000.0,USD,-3.0,26.0,0.026896551724137928,4.605279,6.0465117,2.652,101.914,97123000.0,USD,0.0,0.0,0.0,,-47337330.0,USD,2527000.0,29038000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,573433984,-7974875.0
647,461,3511800.0,CAD,,,,830460.0,CAD,,CAD,39435840.0,CAD,25768947.495,USD,2681340.0,CAD,-9.0,,,,1.0344828,,-3.555,,CAD,,-29202.0,8451618.0,-8480820.0,-2711749.0,CAD,-10339668.0,830460.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,219088000,-5136021.0
648,462,1336820.0,CAD,,,,,CAD,,CAD,18613700.0,CAD,12112993.3368,USD,,CAD,-7.000000000000001,,,,8.235293,,,,CAD,,,2305004.0,,-2433477.0,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,132955000,-1185685.0
649,463,876521.0,CAD,,,,,CAD,,CAD,49739876.0,CAD,34258586.82405,USD,,CAD,-2.96875,7.9166665,0.02159090909090909,,,,-4.19,,CAD,,,4597765.0,,-5373447.0,CAD,-5303917.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,117035000,-2648114.0
650,464,1040124.0,CAD,,,,,CAD,,CAD,6832680.0,CAD,4061218.9371599997,USD,,CAD,-2.5,,,,4.83871,,-2.107,,CAD,,,2582127.0,,-2923064.0,CAD,-2665945.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,45551200,-1687778.0
651,466,,CAD,,,,,CAD,,,48016800.0,CAD,33665058.648,USD,,,,,,,1.625,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,,
652,467,770602.0,CAD,,,,,CAD,,CAD,6135318.0,CAD,3761256.03476,USD,,CAD,-2.9999999999999996,,,,0.8498584,,-2.904,,CAD,,,2033850.0,,-2390643.0,CAD,-1747029.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,19477200,-1237921.0
653,468,1375040.0,CAD,,,,107338.0,CAD,,CAD,33371000.0,CAD,22507943.26078,USD,1267702.0,CAD,-18.0,-18.000002,,,1.5384616,,-18.47,,CAD,0.0,0.0,0.0,,-2019230.0,CAD,-2104062.0,107338.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,196300000,-4490544.0
654,469,1559093.0,CAD,,,,,CAD,,CAD,45847124.0,CAD,44288176.0,CAD,,CAD,-41.5,,,,5.6849313,,,,CAD,,,1476270.0,,-1124428.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,110475000,-1558219.0
655,470,8754391.0,USD,,,,,USD,,USD,190252880.0,USD,181498624.0,USD,,USD,-93.75,375.0,0.75,17.220942,4.4117646,16.429,41.15,11047763.0,USD,0.0,0.0,0.0,,-1649080.0,USD,4410626.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,50734100,2985839.0
656,475,4939491.0,CAD,,,,,CAD,,CAD,58067600.0,CAD,37248648.500989996,USD,,CAD,-40.199999999999996,-201.0,,,11.754386,,,,CAD,0.0,0.0,0.0,,-183630.0,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,29033800,
657,472,480962.0,CAD,,,,2063314.0,CAD,,CAD,14317050.0,CAD,11147229.736219998,USD,-1582352.0,CAD,-2.5,,,124.72928,0.3333333,138.515,-2.611,114785.0,CAD,0.0,114785.0,5386458.0,-5271673.0,-4078471.0,CAD,-6089637.0,2063314.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,572681984,-2631909.0
658,474,1937283.0,USD,,,,2379280.0,USD,,USD,59995568.0,USD,44926312.0,USD,-441997.0,USD,-5.3076923076923075,-6.9,0.22999999999999998,,1.3609467,,-15.986,0.0,USD,0.0,0.0,0.0,,-4360910.0,USD,-2810435.0,2379280.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,41989900,-5152802.0
659,481,82515000.0,CAD,,,,1522000.0,CAD,,CAD,2480690688.0,CAD,1682452046.03368,USD,80993000.0,CAD,29.666666,11.955224,0.2002499955,5.02514,4.676007,4.856,10.283,477793984.0,CAD,0.0,0.0,0.0,,-6187000.0,CAD,225604992.0,1522000.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,149874000,71563872.0
660,476,2500093.0,USD,,,,,USD,,USD,37254880.0,CAD,23619675.9168,USD,,USD,-3.55,,,,3.317757,,-5.657,,USD,,,4707175.0,,-5229489.0,USD,-5260607.0,,USD,2025-03-27 05:34:48+0000,Yahoo Finance,45432800,-2913158.0
661,477,922982.0,CAD,,,,,CAD,,CAD,13167000.0,CAD,8584403.459980002,USD,,CAD,-5.0,,,,1.3157896,,,,CAD,,,1252991.0,,-1354687.0,CAD,,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,131670000,-1394539.0
662,478,2921.0,CAD,,,,80000.0,CAD,,CAD,1342107.0,CAD,1419187.0,CAD,-77079.0,CAD,-2.5,,,,,,-4.941,,CAD,,,274659.0,,-281437.0,CAD,-287225.0,80000.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,53684300,-172871.0
663,479,582398.0,CAD,,,,,CAD,,CAD,4749388.0,CAD,2921518.3589,USD,,CAD,-1.7500000000000002,,,,4.1176467,,-1.976,,CAD,,,2131261.0,,-2134843.0,CAD,-2109040.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,67848400,-1314624.0
664,480,844536.0,CAD,,,,,CAD,,CAD,38795680.0,CAD,26607926.569840003,USD,,CAD,-20.5,-10.25,-0.205,,0.30505952,,-22.341,,CAD,0.0,0.0,0.0,,-1566689.0,CAD,-1580335.0,,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,176344000,-5037818.0
665,485,124657648.0,AUD,,,,136653824.0,AUD,,AUD,2427110400.0,CAD,1709588848.7039998,USD,-11996176.0,AUD,14.833333,,,2.5789895,1.3198221,2.589,7.305,977325504.0,AUD,0.0,0.0,0.0,,95231530.0,AUD,346336672.0,136653824.0,AUD,2025-03-27 05:34:48+0000,Yahoo Finance,943110016,55157544.0
666,482,63011.0,CAD,,,,152305.0,CAD,,CAD,26364938.0,CAD,18547326.59752,USD,-89294.0,CAD,-14.000000000000002,-14.0,,,0.657277,,-12.412,,CAD,0.0,0.0,0.0,,-1249350.0,CAD,-2131404.0,152305.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,188320992,-1576158.0
667,483,170726.0,CAD,,,,5470831.0,CAD,,CAD,26322400.0,CAD,22170854.48055,USD,-5300105.0,CAD,-6.5,,,,,,-11.909,,CAD,,,2058531.0,,-3639005.0,CAD,-2652532.0,5470831.0,CAD,2025-03-27 05:34:48+0000,Yahoo Finance,101240000,-1369749.0
668,486,124867.0,USD,,,,,USD,,USD,30625924.0,USD,21613528.0,USD,,USD,-15.500000000000002,,,,2.0043104,,,,USD,,,337870.0,,-463778.0,USD,,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,65862200,-402499.0
669,487,818166016.0,USD,2024-12-31 00:00:00+0000,,,5171000.0,USD,,USD,49251282944.0,USD,48438235136.0,USD,812995016.0,USD,65.00599,43.598392,1.323902479268292,38.33862,6.784576,37.706,49.079,1284638976.0,USD,0.0,0.0,0.0,,529140000.0,USD,986953984.0,5171000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,453678016,130285248.0
670,488,25895976.0,CAD,,,,35094464.0,CAD,,CAD,185508352.0,CAD,136510912.5924,USD,-9198488.0,CAD,-1.5657894736842104,-5.9500003,0.021249999999999998,,3.4593024,,,,CAD,0.0,0.0,0.0,,-32506640.0,CAD,,35094464.0,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,319841984,
671,489,74888608.0,CAD,,,,34767.0,CAD,,CAD,324001600.0,CAD,174679985.31249,USD,74853841.0,CAD,-51.0,-51.0,,,1.5904366,,-30.926,,CAD,0.0,0.0,0.0,,-1607350.0,CAD,-7386888.0,34767.0,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,198234000,-21939364.0
672,490,848926.0,CAD,,,,,CAD,,CAD,8508220.0,CAD,5370007.61634,USD,,CAD,-9.0,,,,0.9944752,,,,CAD,,,837582.0,,-936448.0,CAD,,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,48618400,-470853.0
673,491,3760396.0,CAD,,,,,CAD,,CAD,64335380.0,CAD,42469727.03224,USD,,CAD,-26.75,,,,1.5440116,,,,CAD,,,525970.0,,-1922173.0,CAD,,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,57959800,-1497788.0
674,492,11485.0,CAD,,,,756842.0,CAD,,CAD,9155633.0,CAD,6941683.098900001,USD,-745357.0,CAD,-1.4000000000000001,,,,,,-2.547,,CAD,,,1940240.0,,-3766524.0,CAD,-3488768.0,756842.0,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,57222700,-1586114.0
675,493,13423075.0,USD,,,,,USD,,USD,95310248.0,USD,82225496.0,USD,,USD,207.0,,,,7.392857,,29.581,,USD,,,2735396.0,,700527.0,USD,2779655.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,46043600,2322344.0
676,494,1482189.0,CAD,,,,,CAD,,CAD,2861084.0,CAD,966757.07345,USD,,CAD,-2.5,,,,1.7857143,,-1.951,,CAD,,,930332.0,,-1237155.0,CAD,-1073533.0,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,71527104,-484931.0
677,495,436222.0,CAD,,,,,CAD,,CAD,22324320.0,CAD,15345964.388780002,USD,,CAD,-11.00153755174453,-5.5,-0.10998462877965409,,0.35947713,,-15.367,,CAD,0.0,0.0,0.0,,-1860100.0,CAD,-1198048.0,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,372072000,
678,496,305496.0,CAD,,,,800000.0,CAD,,CAD,18463520.0,CAD,13291660.206640001,USD,-494504.0,CAD,-8.000034663096368,,,409.84506,0.754717,420.822,-18.372,45050.0,CAD,148583.0,-103533.0,1153558.0,-1257091.0,-2307930.0,CAD,-1031893.0,800000.0,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,461588000,-853494.0
679,497,17514.0,CAD,,,,,CAD,,CAD,10415340.0,CAD,10397825.0,CAD,,CAD,1.2857144,,,,0.27607363,,-3.807,,CAD,,-40376.0,2574257.0,-2614633.0,5984898.0,CAD,-2731412.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,115726000,-10297424.0
680,501,1777.0,USD,,,,334249.0,USD,,USD,5151234.0,USD,5483708.0,USD,-332472.0,USD,-1.8333333333333335,,,,,,-3.373,,USD,,,2161106.0,,-1990936.0,USD,-1625949.0,334249.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,76786800,-1671076.0
1102,437,,CAD,,,,,CAD,,,189415136.0,CAD,132800846.00096,USD,,,,,,,0.8705357,,,,CAD,0.0,0.0,0.0,,,CAD,,,CAD,2025-03-27 05:34:47+0000,Yahoo Finance,,
1192,18,1500000.0,CAD,2024-12-31 00:00:00+0000,,,12000000.0,CAD,,,30000000.0,CAD,38500000.0,CAD,-10500000.0,CAD,,,,,,,,15000000.0,CAD,,,,,-5000000.0,CAD,-3000000.0,10000000.0,CAD,2025-03-12 06:43:19+0000,Estimated / Yahoo Finance,175000000,
1220,46,,CAD,2024-12-31 00:00:00+0000,,,,CAD,,,,CAD,,CAD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-12 06:43:53+0000,Google Finance (fallback),,
1221,65,2000000.0,CAD,2024-12-31 00:00:00+0000,,,,CAD,,,15000000.0,CAD,13200000.0,CAD,1800000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:00:44,Google Finance (fallback),,
1259,93,1000000.0,CAD,,,,,CAD,,,10000000.0,CAD,9200000.0,CAD,800000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:00:50,Google Finance (fallback),,
1261,87,,CAD,,,,,CAD,,,19761702.0,CAD,13855126.88922,USD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:37+0000,Google Finance (fallback),,
1291,117,5000000.0,CAD,,,,,CAD,,,30000000.0,CAD,45000000.0,CAD,-15000000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:00:55,Google Finance (fallback),,
1293,119,,CAD,,,,,CAD,,,368542976.0,CAD,258389165.90336,USD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:38+0000,Google Finance (fallback),,
1341,173,,CAD,,,,,CAD,,CAD,4390597.0,CAD,3078291.4626700003,USD,,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,,
1360,186,15000000.0,USD,,,,,CAD,,,100000000.0,CAD,135000000.0,CAD,-20000000.0,USD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:02,Google Finance (fallback),,
1372,198,80000000.0,USD,,,,,CAD,,CAD,550000000.0,USD,730000000.0,USD,-100000000.0,USD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:07,Yahoo Finance,,
1379,205,,CAD,,,,,CAD,,,,CAD,,CAD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-12 05:46:31+0000,Google Finance (fallback),,
1416,242,12000000.0,CAD,,,,,CAD,,,150000000.0,CAD,139000000.0,CAD,11000000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:16,Google Finance (fallback),,
1420,246,25000000.0,CAD,,,,,CAD,,,200000000.0,CAD,180000000.0,CAD,20000000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:22,Yahoo Finance,,
1431,257,500000.0,CAD,,,,,CAD,,,5000000.0,CAD,4600000.0,CAD,400000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:29,Yahoo Finance,,
1443,269,,CAD,,,,,CAD,,,398515872.0,CAD,279403463.01792,USD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,,
1493,319,1000000.0,CAD,,,,,CAD,,,12000000.0,CAD,11100000.0,CAD,900000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:38,Yahoo Finance,,
1639,465,30000000.0,CAD,,,,,CAD,,,400000000.0,CAD,650000000.0,CAD,-250000000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:43,Yahoo Finance,,
1647,473,40000000.0,USD,,,,,CAD,,,350000000.0,CAD,270000000.0,USD,35000000.0,USD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:51,Yahoo Finance,,
1658,498,,CAD,,,,,CAD,,,13185440.0,CAD,9244443.8384,USD,,,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:49+0000,Yahoo Finance,,
1659,499,35000000.0,CAD,,,,,CAD,,,250000000.0,CAD,225000000.0,CAD,25000000.0,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 08:01:56,Yahoo Finance,,
1789,1,12215726.0,CAD,,,,41146.0,CAD,,CAD,4775610.0,CAD,-5187491.856699999,USD,12174580.0,CAD,-0.75,,,-0.53678083,0.39473686,0.636,,-8896760.0,CAD,0.0,-8896760.0,23457.0,-8920217.0,-11269306.0,CAD,,41146.0,CAD,2025-03-27 05:34:35+0000,Yahoo Finance,159187008,-5182363.0
1790,2,4616777.0,CAD,,,,122055.0,CAD,,CAD,20706478.0,CAD,11366224.24916,USD,4494722.0,CAD,-13.0,,,,0.39634144,,-9.639,,CAD,,,1459450.0,,-1130791.0,CAD,-1602286.0,122055.0,CAD,2025-03-27 05:34:35+0000,Yahoo Finance,76690600,-2842593.0
1791,3,1746231.0,USD,,,,,USD,,USD,195411888.0,USD,179974800.0,USD,,USD,-31.333333333333332,-47.0,0.9400000000000001,,3.2867131,,,0.0,USD,0.0,0.0,0.0,,-5271450.0,USD,,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,207884992,-1634359.0
1792,4,9360954.0,USD,,,,12346820.0,USD,,USD,306801056.0,USD,309786368.0,USD,-2985866.0,USD,-3.791666666666667,10.088692,,,4.6310434,,-13.989,,USD,0.0,0.0,0.0,,-26027616.0,USD,-22145668.0,12346820.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,168572000,-14505256.0
1793,5,19634284.0,CAD,,,,,CAD,,CAD,161278512.0,CAD,99308184.69308,USD,,CAD,-21.666666666666668,,,,4.8148146,,-22.914,,CAD,,-4510451.0,7236204.0,-11746655.0,-9089039.0,CAD,-7312633.0,,CAD,2025-03-27 05:34:35+0000,Yahoo Finance,287996992,365906.0
1794,6,13983868.0,CAD,,,,,CAD,,CAD,538225920.0,CAD,367551345.07772,USD,,CAD,-31.818181818181817,-78.9533,,,14.644352,,-23.198,,CAD,0.0,0.0,0.0,,-13728560.0,CAD,-18528094.0,,CAD,2025-03-27 05:34:35+0000,Yahoo Finance,152472000,-3133067.0
1795,999,6.41,CAD,,,,43.52,CAD,,,473530000000.0,CAD,,,-37.11,,,,,,,,,,CAD,,,,,37350000000.0,CAD,,37599999999.99999,CAD,2025-03-14 03:36:19+0000,Barron's,4340000000,3.03
