financial_id,company_id,cash_value,cash_currency,cash_date,investments_json,hedgebook,liabilities,liabilities_currency,other_financial_assets,other_financial_assets_currency,market_cap_value,market_cap_currency,enterprise_value_value,enterprise_value_currency,net_financial_assets,net_financial_assets_currency,trailing_pe,forward_pe,peg_ratio,price_to_sales,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,revenue_value,revenue_currency,cost_of_revenue,gross_profit,operating_expense,operating_income,net_income_value,net_income_currency,ebitda,debt_value,debt_currency,last_updated,data_source,shares_outstanding,free_cash_flow
127,131,213000.0,USD,,,,3162000.0,USD,,USD,20521950.0,USD,19034894.0,USD,-2949000.0,USD,-0.7499999999999999,0.46875003,0.0028846153846153843,0.43234924938071645,1.8292683,0.40102047480583003,-7.087,47466140.0,USD,0.0,0.0,0.0,,-7225000.0,USD,-2686000.0,3162000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,136812992,-11785625.0
128,136,44347.0,CAD,,,,,CAD,,CAD,2326968.0,CAD,1600368.40931,USD,,CAD,0.125,,,,0.80459774,,-32.379,,CAD,,,365586.0,,3755527.0,CAD,-70496.0,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,33242400,-704545.0
129,133,26029708.0,CAD,,,,,CAD,,CAD,527155264.0,CAD,351344138.56716,USD,,CAD,-44.15384615384615,,,,7.8954606,,,,CAD,0.0,0.0,0.0,,-7738460.0,CAD,,,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,91361400,-16010666.0
130,134,13823000.0,CAD,,,,256000.0,CAD,,CAD,145781104.0,CAD,92696630.45544,USD,13567000.0,CAD,-2.8999999999999995,-14.5,0.03624999999999999,,0.68075114,,-4.366,,CAD,0.0,0.0,0.0,,-19531000.0,CAD,-32756000.0,256000.0,CAD,2025-03-27 05:34:38+0000,Yahoo Finance,1079859968,-37634752.0
131,151,863230.0,CAD,,,,,CAD,,CAD,7114975.0,CAD,6251736.0,CAD,,CAD,-1.7500000000000002,,,,3.1818182,,-3.531,,CAD,,,2365598.0,,-2046625.0,CAD,-1770357.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,203284992,-1466953.0
132,146,,CAD,,,,,CAD,,CAD,7728994.0,CAD,5418874.98334,USD,,CAD,-3.75,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,55207100,
133,137,2110358.0,USD,,,,4092212.0,USD,,USD,115927520.0,USD,117598240.0,USD,-1981854.0,USD,55.0,41.25,1.6499999999999995,41.004227,3.3199193,41.595,999.008,2827209.0,USD,0.0,0.0,0.0,,-1105860.0,USD,117715.0,4092212.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,70259104,998755.0
134,138,203876.0,CAD,,,,,CAD,,CAD,22998596.0,CAD,15981606.1392,USD,,CAD,-27.15428590211713,,,,1.8382351,,-40.639,,CAD,,,303293.0,,-730138.0,CAD,-482854.0,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,158611008,-568970.0
135,139,4411187.0,CAD,,,,,CAD,,,14381326.0,CAD,,CAD,,,,,,,0.47169814,,,0.0,CAD,0.0,0.0,0.0,,-1671110.0,CAD,,,CAD,2025-03-12 05:44:58+0000,Yahoo Finance,191751008,
136,147,4269554.0,CAD,,,,,CAD,,CAD,13255201.0,CAD,8985627.0,CAD,,CAD,-1.5,,,,4.0909095,,-0.815,,CAD,,,9108608.0,,-8001468.0,CAD,-11024700.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,294560000,-5197903.0
137,141,6763727.0,CAD,,,,,CAD,,CAD,47713536.0,CAD,28710320.58799,USD,,CAD,-6.666666666666667,,,,3.7383177,,,,CAD,,,5705232.0,,-17205384.0,CAD,,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,61171200,-1235608.0
138,142,70.0,CAD,,,,107157.0,CAD,,CAD,7903808.0,CAD,5616518.5934500005,USD,-107087.0,CAD,-41.5,,,,11.857142,,-72.796,,CAD,,,195919.0,,-276101.0,CAD,-108754.0,107157.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,18818600,155964.0
139,143,1268176.0,CAD,,,,,CAD,,CAD,125801456.0,CAD,87311527.94080001,USD,,CAD,-12.375,,,,6.971831,,,,CAD,0.0,0.0,0.0,,-1827530.0,CAD,,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,267663008,427300.0
140,144,1451299968.0,USD,2024-12-31 00:00:00+0000,,,10000000.0,USD,,USD,42419425280.0,USD,40968056832.0,USD,1441299968.0,USD,53.470875,39.48029,1.5089041438356166,38.48614,7.073821,37.169,43.17,1102200064.0,USD,0.0,0.0,0.0,,552100000.0,USD,949000000.0,0.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,192552992,244700000.0
141,145,537551.0,CAD,,,,543935.0,CAD,,CAD,17769842.0,CAD,12463089.81086,USD,-6384.0,CAD,-16.75,,,,0.7314411,,-17.497,,CAD,,-25905.0,648067.0,-673972.0,-1336887.0,CAD,-932466.0,543935.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,48684500,-501315.0
142,156,4444428.0,CAD,,,,35578080.0,CAD,,CAD,53224148.0,CAD,84357880.0,CAD,-31133652.0,CAD,-17.5,-1.75,-0.019444444444444445,,0.97765356,,-23.643,,CAD,0.0,0.0,0.0,,-992710.0,CAD,-3567986.0,35578080.0,CAD,2025-03-18 05:40:30+0000,Yahoo Finance,304137984,-2734156.0
143,153,726604.0,USD,,,,,USD,,USD,32773860.0,USD,32047172.0,USD,,USD,-3.6999999999999997,,,,,,-23.247,,USD,,,875319.0,,-1283041.0,USD,-1378533.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,177156000,-309344.0
144,148,170630.0,CAD,,,,,CAD,,CAD,74686720.0,CAD,52243975.8599,USD,,CAD,-23.25,,,,11.071429,,,,CAD,,,2581742.0,,-3493955.0,CAD,,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,82985200,-4814944.0
145,149,7575000.0,CAD,,,,109000.0,CAD,,CAD,86358416.0,CAD,55312261.78176,USD,7466000.0,CAD,-6.222222222222223,-6.222222,,,0.4778157,,-6.37,,CAD,0.0,0.0,0.0,,-13488000.0,CAD,-12147000.0,109000.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,151506000,-10767750.0
146,150,231328000.0,USD,,,,194008000.0,USD,,USD,2513529600.0,USD,2538419200.0,USD,37320000.0,USD,13.898305,8.913043,0.2484848469696969,2.3667064,1.7927415,2.39,5.352,1062036992.0,USD,0.0,0.0,0.0,,128735000.0,USD,474260992.0,194008000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,306528000,195363504.0
147,155,5574687.0,USD,,,,75177.0,USD,,USD,434006816.0,USD,428507104.0,USD,5499510.0,USD,-570.3261651028937,,,,4.266055,,-411.184,,USD,0.0,0.0,0.0,,-760980.0,USD,-1042130.0,75177.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,466673984,-10941318.0
148,152,383011.0,CAD,,,,19171594.0,CAD,,CAD,9755520.0,CAD,20012556.054330003,USD,-18788583.0,CAD,-1.2857142857142856,0.45000002,0.003333333333333333,,1.0465117,,-13.404,,CAD,0.0,0.0,0.0,,-5284430.0,CAD,-2172277.0,19171594.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,114771000,-5140458.0
149,160,120916000.0,CAD,,,,,CAD,,,457742528.0,CAD,265648144.74607998,USD,,,,6.4756885,,,1.8789809,,,256543000.0,CAD,0.0,0.0,0.0,,26085000.0,CAD,46384000.0,42070000.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,257078000,
150,154,219273.0,CAD,,,,,CAD,,CAD,8477439.0,CAD,5789882.76426,USD,,CAD,-0.8906249999999999,,,,0.75297225,,-7.463,,CAD,,56385.0,707558.0,-651173.0,-7697819.0,CAD,-1106577.0,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,14872700,1536024.0
151,161,447.0,CAD,,,,1338850.0,CAD,,CAD,1655135.0,CAD,2098799.42718,USD,-1338403.0,CAD,-0.857142857142857,,,,,,,,CAD,,,202391.0,,-1650584.0,CAD,,1338850.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,33102700,-264329.0
152,169,5866720.0,CAD,,,,,CAD,,,47098100.0,CAD,,CAD,,,,,,,1.1744967,,,0.0,CAD,0.0,0.0,0.0,,-807430.0,CAD,-949692.0,33881.0,CAD,2025-03-12 05:45:18+0000,Yahoo Finance,269132000,
153,157,232413.0,USD,,,,30060104.0,USD,,USD,115145936.0,USD,144973568.0,USD,-29827691.0,USD,-10.307692307692308,,,,4.379085,,-28.814,,USD,,,3105671.0,,-7352554.0,USD,-5031305.0,30060104.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,85929800,-3377130.0
154,158,1581.0,CAD,,,,175997.0,CAD,,CAD,8658195.0,CAD,6192631.89821,USD,-174416.0,CAD,-0.8333333333333334,,,,4.807692,,,,CAD,,,4720031.0,,-5458196.0,CAD,,175997.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,66601500,-3833910.0
155,159,,CAD,,,,,CAD,,CAD,145585920.0,CAD,102071744.3712,USD,,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,,
156,163,508216.0,USD,,,,4510624.0,USD,,USD,22451088.0,USD,26453500.0,USD,-4002408.0,USD,-5.25,6.2999997,0.028636363636363633,1.9534894,0.7627119,2.302,147.988,11492813.0,USD,0.0,0.0,0.0,,4434030.0,USD,178754.0,4510624.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,71273296,-3153079.0
157,168,733000.0,USD,,,,28000.0,USD,,USD,96394800.0,CAD,66878358.228,USD,705000.0,USD,8.666667,,,3.330563,,2.443,213.262,21300000.0,USD,0.0,0.0,0.0,,-461000.0,USD,244000.0,28000.0,USD,2025-03-27 05:34:39+0000,Yahoo Finance,136424992,-731000.0
158,162,76314000.0,USD,,,,789000.0,USD,,USD,678494592.0,USD,602970624.0,USD,75525000.0,USD,205.0,41.0,0.5125,13.9030075,2.3837209,12.355,42.4,48802000.0,USD,0.0,0.0,0.0,,-10577260.0,USD,14221000.0,789000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,330972992,-8093750.0
159,167,136721.0,CAD,,,,,CAD,,CAD,7348600.0,CAD,5056320.4856900005,USD,,CAD,-23.197291302989075,,,,1.2903225,,-25.125,,CAD,,-6238.0,307513.0,-313751.0,-316787.0,CAD,-287044.0,,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,91857504,-292567.0
160,164,259722.0,CAD,,,,1443600.0,CAD,,CAD,4127924.0,CAD,5311791.0,CAD,-1183878.0,CAD,-2.5,,,,,,-5.42,,CAD,,,56610.0,,-2002919.0,CAD,-980109.0,1443600.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,165116992,1104435.0
161,165,1985423.0,CAD,,,,1726136.0,CAD,,CAD,17466696.0,CAD,12064286.52399,USD,259287.0,CAD,-3.375,,,,0.75208914,,-4.744,,CAD,,,1943329.0,,-4702046.0,CAD,-3736842.0,1726136.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,67179600,-1335564.0
162,166,3675123.0,CAD,,,,41197.0,CAD,,CAD,26714730.0,CAD,16182182.492439998,USD,3633926.0,CAD,-2.9999999999999996,,,,2.413793,,-2.859,,CAD,,,6786017.0,,-7219075.0,CAD,-8073120.0,41197.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,127213000,-3486948.0
163,171,141359.0,CAD,,,,,CAD,,CAD,4968190.0,CAD,3384139.48241,USD,,CAD,-2.5,,,,0.40650406,,-17.7,,CAD,,-7329.0,360335.0,-367664.0,-1238027.0,CAD,-272698.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,99363800,-916321.0
164,172,104602000.0,USD,2024-12-31 00:00:00+0000,,,113944000.0,USD,,USD,4020447744.0,USD,4029782272.0,USD,-9342000.0,USD,181.20001,18.12,0.20133334444444442,93.50531,3.8211727,93.722,211.848,42997000.0,USD,0.0,0.0,0.0,,-9757230.0,USD,19022034.0,113944000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,221879008,-115742000.0
165,170,1830985.0,CAD,,,,11035530.0,CAD,,CAD,15872700.0,CAD,17581907.24195,USD,-9204545.0,CAD,-0.39999999999999997,,,7.8887687,0.48780486,12.463,-2.697,2012063.0,CAD,9445569.0,-7433506.0,658031.0,-8091537.0,-14381614.0,CAD,-9298805.0,11035530.0,CAD,2025-03-27 05:34:39+0000,Yahoo Finance,793635008,-12593845.0
166,185,197992.0,CAD,,,,,CAD,,CAD,9614924.0,CAD,6602305.19452,USD,,CAD,-12.5,,,,1.3888888,,,,CAD,,,533475.0,,-849748.0,CAD,,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,91570704,-655075.0
167,179,28402728.0,CAD,,,,,CAD,,CAD,89200336.0,CAD,42625810.94488001,USD,,CAD,18.75,,,18.891165,2.542373,12.503,36.945,4454527.0,CAD,0.0,4454527.0,3117152.0,1337375.0,4603648.0,CAD,1507548.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,56100800,978439.0
168,180,9133.0,CAD,,,,,CAD,,CAD,1526886.0,CAD,1064111.80583,USD,,CAD,-0.4166666666666667,,,,2.173913,,3.135,,CAD,,,202051.0,,-3289519.0,CAD,402969.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,25448100,939492.0
169,174,11880000.0,CAD,,,,387000.0,CAD,,CAD,233780032.0,CAD,155847661.00552,USD,11493000.0,CAD,-9.538461538461538,-12.4,0.41333333333333333,,2.1232877,,-9.824,,CAD,0.0,0.0,0.0,,-25289000.0,CAD,-23705000.0,387000.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,194816992,-10397625.0
170,175,8537447.0,CAD,,,,,CAD,,CAD,257482528.0,CAD,174537885.73990998,USD,,CAD,-8.375,,,,36.545456,,-7.683,,CAD,0.0,0.0,0.0,,-29457388.0,CAD,-35299968.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,139180000,-10684163.0
171,176,3648862.0,CAD,,,,,CAD,,CAD,40091608.0,CAD,25550373.64806,USD,,CAD,-2.5,,,,1.476378,,-2.72,,CAD,,-26777.0,7646679.0,-7673456.0,-14506028.0,CAD,-12471190.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,100229000,-2113587.0
172,177,616804.0,CAD,,,,135890.0,CAD,,CAD,23916800.0,CAD,16431134.03346,USD,480914.0,CAD,-19.0,,,,1.1242603,,-25.766,,CAD,,,1464667.0,,-1026357.0,CAD,-934662.0,135890.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,129280000,-1571820.0
173,178,42007112.0,CAD,,,,,CAD,,CAD,815832256.0,CAD,542536546.70984,USD,,CAD,-110.0,-82.5,-3.299999999999999,1288.8213,7.7283373,1220.45,-139.969,614387.0,CAD,0.0,0.0,0.0,,-3098100.0,CAD,-5357124.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,239950000,-25947980.0
174,187,352437.0,CAD,,,,,CAD,,CAD,5833625.0,CAD,3842915.71868,USD,,CAD,-4.0,,,,4.4444447,,,,CAD,,,1600140.0,,-1586753.0,CAD,,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,166675008,-1526876.0
175,192,7668758.0,CAD,,,,,CAD,,CAD,117512000.0,CAD,77012195.39862001,USD,,CAD,-37.5,-18.75,-0.375,,12.5,,-37.547,,CAD,0.0,0.0,0.0,,-6147150.0,CAD,-2844172.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,305225984,-1622611.0
176,181,34524.0,USD,,,,29632.0,USD,,USD,16980840.0,USD,16975918.0,USD,4892.0,USD,-6.0,,,,0.6818182,,-31.695,,USD,0.0,0.0,0.0,,-9988130.0,USD,-535607.0,29632.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,283014016,-31671.0
177,182,749362.0,CAD,,,,,CAD,,CAD,8547935.0,CAD,5467657.51603,USD,,CAD,-1.0999999999999999,,,,6.111111,,-1.173,,CAD,,-33806.0,5127772.0,-5161578.0,-6163968.0,CAD,-6563782.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,155416992,-3156380.0
178,183,2321195.0,CAD,,,,,CAD,,CAD,64793160.0,CAD,43799719.38115,USD,,CAD,20.5,-20.5,-0.1025,,7.884615,,-4.849,,CAD,0.0,0.0,0.0,,-25597990.0,CAD,-13568270.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,332272992,-26501412.0
179,184,6226202.0,CAD,,,,219887.0,CAD,,CAD,110207496.0,CAD,73056490.01091,USD,6006315.0,CAD,-10.166666666666666,-30.500002,0.15250000000000002,,1.0701755,,-34.746,,CAD,0.0,0.0,0.0,,-2986571.0,CAD,-2758625.0,219887.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,333961984,
180,189,45274.0,CAD,,,,,CAD,,,6080976.0,CAD,,CAD,,,,,,,0.36036035,,,,CAD,,,,,,CAD,-477486.0,200000.0,CAD,2025-03-12 05:45:45+0000,Yahoo Finance,76012200,
181,191,,CAD,,,,,CAD,,CAD,32480800.0,CAD,22772613.688,USD,,CAD,-12.25,,,,,,,,CAD,,,1862267.0,,-3266864.0,CAD,-2643931.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,135336992,-1701374.0
182,188,1373000.0,CAD,,,,,CAD,,CAD,27992196.0,CAD,18662984.50756,USD,,CAD,-50.0,,,,3.6764703,,,,CAD,,,496000.0,,-545000.0,CAD,,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,50894900,-443625.0
183,193,7308408.0,CAD,,,,,CAD,,CAD,30165500.0,CAD,16025335.772120003,USD,,CAD,-6.25,,,,5.2083335,,-3.493,,CAD,,,5094704.0,,-4854178.0,CAD,-6543804.0,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,60331000,-2397913.0
184,190,3580430.0,CAD,,,,145139.0,CAD,,CAD,43881932.0,CAD,28357544.47151,USD,3435291.0,CAD,-13.75,-13.750001,,,3.4810126,,-7.606,,CAD,0.0,0.0,0.0,,-4341905.0,CAD,-6446263.0,145139.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,95395504,-4735976.0
185,201,21464.0,CAD,,,,696427.0,CAD,,CAD,3253250.0,CAD,3928225.0,CAD,-674963.0,CAD,-1.25,,,,0.16778523,,,,CAD,,,667817.0,,-2472454.0,CAD,,696427.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,130130000,-1703624.0
186,213,61385.0,CAD,,,,,CAD,,CAD,4852253.0,CAD,3358925.46348,USD,,CAD,-4.5,,,,0.703125,,-4.419,,CAD,,-617898.0,635305.0,-1253203.0,-1427868.0,CAD,-1221409.0,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,60653200,73908.0
187,200,171985.0,CAD,,,,77731.0,CAD,,CAD,4872375.0,CAD,3349988.4143100004,USD,94254.0,CAD,-0.7999999999999999,,,,,,-1.98,,CAD,,,903410.0,,-2358289.0,CAD,-2140274.0,77731.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,108275000,-516173.0
188,194,1671803.0,CAD,,,,,CAD,,CAD,156087104.0,CAD,154415280.0,CAD,,CAD,-63.666666666666664,,,,14.253731,,-58.512,,CAD,,-186148.0,1387694.0,-1573842.0,-2864891.0,CAD,-2639038.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,81721000,1532022.0
189,195,7727945.0,CAD,,,,4568403.0,CAD,,CAD,228498000.0,CAD,157987046.28838003,USD,3159542.0,CAD,3.114286,-5.4500003,-0.01981818363636363,12.486242,2.1330726,12.325,-25.194,19555806.0,CAD,0.0,0.0,0.0,,-19934400.0,CAD,-9566496.0,4568403.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,224016992,-55194504.0
190,196,1098282.0,CAD,,,,,CAD,,CAD,5358465.0,CAD,2986856.90313,USD,,CAD,0.27142859,,,,1.2179487,,,,CAD,,,1078089.0,,14102215.0,CAD,,,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,59538500,-1272573.0
191,197,41063.0,CAD,,,,709632.0,CAD,,CAD,8688975.0,CAD,6560667.67384,USD,-668569.0,CAD,-1.8181818181818183,,,,12.903226,,-12.006,,CAD,,,196641.0,,-4765636.0,CAD,-827669.0,709632.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,23170600,1364763.0
192,199,1004720.0,CAD,,,,335852.0,CAD,,CAD,42914496.0,CAD,29618832.24708,USD,668868.0,CAD,-6.500000000000001,-2.7857141,-0.048749999999999995,,6.5,,-8.417,,CAD,,,4199993.0,,-4889257.0,CAD,-4770202.0,335852.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,209339008,-2309112.0
193,204,348500000.0,USD,2024-12-31 00:00:00+0000,,,1153100032.0,USD,,USD,4962707968.0,USD,5831307776.0,USD,-804600032.0,USD,4.013889,7.9541283,-0.08102803962616822,3.039013,1.484589,3.571,8.866,1632999936.0,USD,0.0,0.0,0.0,,819600000.0,USD,657699968.0,1153100032.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,572400000,-76425000.0
194,216,6589444.0,CAD,,,,332068.0,CAD,,CAD,49485800.0,CAD,30307880.350639995,USD,6257376.0,CAD,-3.5,10.5,0.02625,1.9171166,0.75539565,1.686,-6.758,27103248.0,CAD,0.0,0.0,0.0,,-11911458.0,CAD,-6762287.0,332068.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,247428992,-10393778.0
195,202,110251.0,CAD,,,,34551.0,CAD,,CAD,15552024.0,CAD,10850605.51964,USD,75700.0,CAD,-155.14398210435357,,,,,,-133.834,,CAD,,,105152.0,,-123829.0,CAD,-131212.0,34551.0,CAD,2025-03-27 05:34:40+0000,Yahoo Finance,182964992,-103525.0
196,203,41599000.0,USD,,,,7971000.0,USD,,USD,223648832.0,USD,190020800.0,USD,33628000.0,USD,5.320755,7.230769,-0.20142858214285717,1.4700392,0.8621217,1.249,3.5,152138000.0,USD,0.0,0.0,0.0,,29300000.0,USD,54296000.0,7971000.0,USD,2025-03-18 05:40:30+0000,Yahoo Finance,79308096,23038124.0
197,207,1398352.0,CAD,,,,1695436.0,CAD,,CAD,27885402.0,CAD,28182506.0,CAD,-297084.0,CAD,-10.0,-10.0,,,0.9803922,,-9.389,,CAD,0.0,0.0,0.0,,-3713670.0,CAD,-3001786.0,1695436.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,278854016,-3497063.0
198,206,478712.0,CAD,,,,,CAD,,,10048640.0,CAD,,CAD,,,,,,,0.59322035,,,,CAD,,,,,,CAD,-2028549.0,,CAD,2025-03-12 05:46:32+0000,Yahoo Finance,143552000,
199,211,349637.0,CAD,,,,1926573.0,CAD,,CAD,16238221.0,CAD,12490384.724270001,USD,-1576936.0,CAD,-9.000000000000002,,,,1.3366337,,,,CAD,,,860379.0,,-1029641.0,CAD,,1926573.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,54127400,-742528.0
200,208,628200000.0,USD,2024-12-31 00:00:00+0000,,,1452499968.0,USD,,USD,21104162816.0,USD,22066946048.0,USD,-824299968.0,USD,15.468469,20.440477,-0.6359259477777776,4.0988507,3.0754075,4.286,8.484,5148800000.0,USD,0.0,0.0,0.0,,948800000.0,USD,2601100032.0,1452499968.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,1229129984,1025849984.0
401,209,627370.0,CAD,,,,,CAD,,CAD,12495924.0,CAD,8321161.89494,USD,,CAD,-7.000000000000001,,,,35.0,,-7.776,,CAD,,,1134682.0,,-2123436.0,CAD,-1650022.0,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,192244992,-856942.0
402,210,183902.0,CAD,,,,,CAD,,CAD,12129712.0,CAD,8375326.849099999,USD,,CAD,-17.0,,,,4.4736843,,-32.366,,CAD,,,420583.0,,-537826.0,CAD,-392510.0,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,75810704,-165743.0
403,223,754993.0,CAD,,,,140379.0,CAD,,CAD,17218830.0,CAD,11641381.879759999,USD,614614.0,CAD,-5.25,,,,0.8139535,,-10.762,,CAD,,,829070.0,,-2053502.0,CAD,-1207381.0,140379.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,56455100,-2473081.0
404,212,253638.0,CAD,,,,41100.0,CAD,,CAD,21517400.0,CAD,14937051.796819998,USD,212538.0,CAD,-21.62015934559554,-8.5,-0.14006792874756852,,0.54140127,,-17.493,,CAD,0.0,0.0,0.0,,-845960.0,CAD,-1033387.0,41100.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,215174000,-2062557.0
405,221,115164.0,CAD,,,,,CAD,,CAD,3732260.0,CAD,3617111.0,CAD,,CAD,-12.743090291411306,,,,3.5,,,,CAD,,,95288.0,,-292885.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,106636000,-37867.0
406,214,30563412.0,CAD,,,,235942.0,CAD,,CAD,105264328.0,CAD,52538980.51237999,USD,30327470.0,CAD,-47.0,,,32.058846,2.0982141,23.019,-36.334,3354852.0,CAD,26886.0,3327966.0,1653380.0,1674586.0,-2342887.0,CAD,-2125437.0,235942.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,76278496,-18806010.0
407,215,5056.0,CAD,,,,,CAD,,CAD,341715.0,CAD,236034.99149000001,USD,,CAD,-0.5,,,,0.35714284,,-1.408,,CAD,,-9830.0,34642.0,-44472.0,-490335.0,CAD,-231755.0,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,68343000,144651.0
408,220,532130.0,CAD,,,,,CAD,,CAD,19146918.0,CAD,13051014.01468,USD,,CAD,-28.333333333333332,,,,19.318182,,,,CAD,,,426978.0,,-529719.0,CAD,,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,23349900,-312390.0
409,217,120326000.0,USD,,,,60508000.0,USD,,USD,2789357824.0,USD,2528613632.0,USD,59818000.0,USD,17.60606,16.84058,3.873333200000011,9.125867,6.662844,8.273,17.06,305654016.0,USD,0.0,0.0,0.0,,160098050.0,USD,148216000.0,60508000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,240048000,-10211375.0
410,218,,CAD,,,,,CAD,,CAD,4381891.0,CAD,3072187.59901,USD,,CAD,-2.0,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,23685900,
411,219,893.0,CAD,,,,434255.0,CAD,,CAD,7084910.0,CAD,7518284.0,CAD,-433362.0,CAD,-0.770477451965531,,,,7.0,,-9.605,,CAD,0.0,0.0,0.0,,-9195480.0,CAD,-782755.0,434255.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,202426000,-168526.0
412,231,4007832.0,CAD,,,,,CAD,,CAD,29343314.0,CAD,17762959.78502,USD,,CAD,-5.8999999999999995,,,,8.194445,,-6.982,,CAD,,,3297122.0,,-4542527.0,CAD,-3776298.0,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,102959000,
413,225,2735.0,CAD,,,,,CAD,,,6722049.0,CAD,,CAD,,,,,,,0.5,,,,CAD,,,,,,CAD,-218375.0,3159886.0,CAD,2025-03-12 05:46:47+0000,Yahoo Finance,268881984,
414,222,7984907.0,CAD,,,,115069.0,CAD,,CAD,59789736.0,CAD,36401559.68678,USD,7869838.0,CAD,-12.625,,,,1.7719299,,-12.473,,CAD,0.0,0.0,0.0,,-2440150.0,CAD,-4267493.0,115069.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,61638900,-6123553.0
